,0
blues.00000.wav,3808.0468182231107
blues.00001.wav,3545.4335483284885
blues.00002.wav,3041.990597747093
blues.00003.wav,2185.4949241460754
blues.00004.wav,3582.540765806686
blues.00005.wav,3477.770882539971
blues.00006.wav,2795.2684979106107
blues.00007.wav,2956.4754042514537
blues.00008.wav,3781.3556617914246
blues.00009.wav,3946.0679732921512
blues.00010.wav,2768.2434933684594
blues.00011.wav,2884.8733307594475
blues.00012.wav,2741.6191065588664
blues.00013.wav,2707.6500613190406
blues.00014.wav,2345.7420171693316
blues.00015.wav,2931.545296602471
blues.00016.wav,3008.7393259447676
blues.00017.wav,2132.1376498909885
blues.00018.wav,3495.3813703670057
blues.00019.wav,2233.911246366279
blues.00020.wav,3004.733148619186
blues.00021.wav,1831.8996979469478
blues.00022.wav,2172.115961119186
blues.00023.wav,2523.532828397529
blues.00024.wav,2328.031374909157
blues.00025.wav,2242.749875090843
blues.00026.wav,2481.4429278706393
blues.00027.wav,2809.9411223655525
blues.00028.wav,2289.3968023255816
blues.00029.wav,3762.8103992550873
blues.00030.wav,3012.9541583393893
blues.00031.wav,2902.767589480378
blues.00032.wav,2766.2404047056684
blues.00033.wav,3249.318620548692
blues.00034.wav,3595.3605332485463
blues.00035.wav,3405.9100767623545
blues.00036.wav,2619.113542423692
blues.00037.wav,2341.1265670421512
blues.00038.wav,3446.2222361010176
blues.00039.wav,2314.6691042877906
blues.00040.wav,5108.268361646075
blues.00041.wav,5404.6920989280525
blues.00042.wav,5188.850949309593
blues.00043.wav,5013.438805868459
blues.00044.wav,5196.696379905523
blues.00045.wav,4550.63351653343
blues.00046.wav,4773.9111328125
blues.00047.wav,4850.537620367006
blues.00048.wav,4675.709711119186
blues.00049.wav,3050.695687227471
blues.00050.wav,4178.317757539971
blues.00051.wav,3941.1437136627906
blues.00052.wav,3065.2013876271803
blues.00053.wav,4235.7229401344475
blues.00054.wav,4062.639387263808
blues.00055.wav,4022.4774595748545
blues.00056.wav,3927.1888626453488
blues.00057.wav,3828.1611668786336
blues.00058.wav,4229.421557049419
blues.00059.wav,4390.937272892442
blues.00060.wav,3957.3186546148254
blues.00061.wav,5076.427598110465
blues.00062.wav,4728.950138535611
blues.00063.wav,5709.83761809593
blues.00064.wav,5147.8627475472385
blues.00065.wav,5616.126453488372
blues.00066.wav,4971.749523074128
blues.00067.wav,4756.258913971657
blues.00068.wav,5248.2174895530525
blues.00069.wav,5001.320119458575
blues.00070.wav,4685.700115824855
blues.00071.wav,5064.167026253634
blues.00072.wav,5661.2961028343025
blues.00073.wav,4481.819074763808
blues.00074.wav,5772.667832485465
blues.00075.wav,4706.724200581395
blues.00076.wav,5611.91162109375
blues.00077.wav,4656.9057162972385
blues.00078.wav,4945.05002043968
blues.00079.wav,5269.099688862645
blues.00080.wav,3743.480593659157
blues.00081.wav,4195.8865143531975
blues.00082.wav,4631.12429596657
blues.00083.wav,5034.179119731105
blues.00084.wav,4222.202091660611
blues.00085.wav,2641.0807480922963
blues.00086.wav,2514.3102743459303
blues.00087.wav,3085.148812227471
blues.00088.wav,2074.5321584302324
blues.00089.wav,1451.4881222747092
blues.00090.wav,3472.7798532885176
blues.00091.wav,1942.9125408793604
blues.00092.wav,1597.9556345385174
blues.00093.wav,926.8708552870639
blues.00094.wav,2519.4682276526164
blues.00095.wav,2753.6292923328488
blues.00096.wav,2065.5599904614824
blues.00097.wav,2605.6344249636627
blues.00098.wav,4829.263149527616
blues.00099.wav,3176.9904274164246
classical.00000.wav,2718.3248546511627
classical.00001.wav,2386.5215638626455
classical.00002.wav,2783.1831963117734
classical.00003.wav,2915.929551235465
classical.00004.wav,3177.3660065406975
classical.00005.wav,2838.0928642805234
classical.00006.wav,2738.6144735646803
classical.00007.wav,2667.9638671875
classical.00008.wav,2973.6268509265988
classical.00009.wav,2560.615007267442
classical.00010.wav,2867.2044195130816
