,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
pop.00027.wav,68.19213,28.661263,18.70489,14.758792,12.039033,11.47915,10.527901,9.921456,10.010505,8.401251,7.8724394,8.077938,7.7414517,7.4292493,7.3015146,8.88963,9.065014,8.56113,8.687922,9.829155,9.147552,9.177234,8.995611,8.883055,9.100995,7.2938557,6.5364466,7.093867,7.795046,6.525245
pop.00033.wav,95.90433,22.269735,22.888147,15.885433,13.192185,15.285335,11.652841,12.763786,10.507485,7.567194,8.517653,9.794392,6.6563654,6.5547724,5.462408,5.9551024,5.830957,5.741117,6.0524063,7.1462345,6.8619223,7.9323616,7.290055,6.6875954,6.7935214,7.2989593,9.236833,9.836814,7.3403077,7.6122785
pop.00032.wav,78.69766,29.633955,24.935013,20.323126,15.408458,14.604642,11.427621,12.270953,12.219651,9.625349,9.174359,8.606579,8.532875,6.9702535,7.5415425,6.9648666,7.5249834,8.629293,9.005406,8.938041,9.880617,10.348527,10.098598,8.74072,8.835573,9.547544,8.217416,6.9293575,7.3441625,7.730043
pop.00026.wav,64.456154,28.37037,23.201712,16.155825,16.342844,13.276275,11.829401,12.634607,10.786034,9.958274,8.858384,9.2714615,8.471622,8.623558,9.334666,9.367387,8.954093,8.190073,9.534074,8.912363,9.065564,9.277847,8.504992,8.128008,8.589089,7.767683,8.010482,7.2116117,8.31715,7.7978277
pop.00030.wav,57.773426,22.346376,17.099243,15.138776,10.44976,11.593804,8.988639,9.420326,10.427586,8.474598,8.877199,7.9546742,6.3578544,6.1790037,6.3814635,6.9506607,6.816547,6.200847,5.9895406,6.534227,6.830056,7.8547482,8.201549,7.605081,6.090645,8.003563,7.6606565,5.97243,6.523424,7.904744
pop.00024.wav,62.322018,23.898655,20.207142,18.78152,13.102005,14.179272,10.857996,10.704516,9.626714,9.738804,8.601586,8.638599,7.400046,8.139989,8.378591,9.261945,9.593049,9.695182,10.134808,9.815143,9.682774,9.247603,9.0862055,7.4576025,8.190162,9.361208,6.748154,6.5897036,7.50952,7.763659
pop.00018.wav,46.85091,21.451593,21.34041,16.622355,10.304713,12.419571,10.18306,9.209729,8.712893,9.293148,7.6412053,7.638104,6.5180736,8.267717,8.357672,8.866562,9.367578,10.783076,11.321123,9.066177,10.743137,9.649294,8.7477255,7.8398623,7.3586817,8.589966,8.012289,7.1339073,7.2708187,9.276564
pop.00019.wav,62.30652,28.736921,21.544352,17.287807,14.095248,15.779435,11.39067,10.190243,11.100645,9.90074,8.993502,7.6123137,8.233879,7.3817534,6.712032,5.896854,6.9577284,8.261967,8.594521,7.6207724,7.41966,9.965874,8.550095,8.248903,8.200518,8.288999,9.329249,7.576439,8.264653,8.808275
pop.00025.wav,71.44838,35.27012,23.42168,15.567606,11.223972,14.0254965,11.008177,10.027408,12.15687,10.094425,9.012364,7.486058,7.867171,7.9460983,8.15048,7.6119843,8.155544,9.009767,11.050327,9.491717,9.752662,8.902234,9.199538,8.943024,9.620014,8.9627,8.177196,9.347618,8.430501,8.16379
pop.00031.wav,58.116524,22.259792,16.857935,15.715714,11.126917,11.940338,9.298952,9.793796,10.932346,8.954731,9.218263,8.444941,6.8640566,6.590154,7.026831,7.347509,6.938953,6.4422517,6.258193,6.9552884,6.9960217,8.038248,8.465685,7.829162,6.3656225,8.259029,7.7895694,6.0018964,6.900022,8.079045
pop.00009.wav,53.119576,18.739246,20.822165,16.01674,12.557138,11.947816,8.501228,7.776923,7.678825,7.9789143,8.476907,6.5069213,6.8774586,6.232607,6.537586,6.6040425,7.0478463,7.739046,7.906345,7.7972856,7.568389,7.6691947,7.1215434,6.754273,6.7287207,6.372556,6.5871396,6.1726284,5.896368,6.891965
pop.00035.wav,55.15018,20.37032,17.786749,14.464564,10.752661,11.128533,8.778876,8.6657,8.077946,7.995765,7.1139503,7.5867248,6.7673125,7.0010624,7.128386,7.126717,7.2538567,7.067025,6.6184382,6.6857133,8.029403,7.945428,7.781377,7.727302,7.586582,8.147939,6.16264,6.5116277,7.223529,7.499674
pop.00021.wav,83.22188,28.877935,18.921682,12.281219,11.938426,11.647167,9.064706,8.558953,8.807963,8.875341,6.3524523,8.013462,6.4009423,5.587044,5.6358075,5.1579766,4.844437,5.356934,5.4341526,5.3804293,6.278417,5.5914273,5.0198603,6.1448393,4.6771154,4.6133637,5.0637755,4.8114195,4.957372,5.515336
pop.00020.wav,57.292755,19.92704,17.698452,13.806141,11.244345,11.954396,9.247321,10.311203,9.215979,9.213303,7.869241,7.5344734,7.865869,7.6504073,6.935761,6.6177635,6.7496567,7.0307374,7.900994,8.174093,8.845092,7.280241,7.8953204,8.322167,6.7351036,6.4819703,6.831795,6.7219586,5.8699093,6.255837
pop.00034.wav,67.20138,27.408455,20.156029,16.76679,13.861215,15.856137,11.857694,10.411345,10.423069,9.508296,8.659574,7.33724,7.6868343,7.5075006,6.9888897,7.9385467,8.905565,8.4165945,9.86717,9.483186,9.253467,8.813572,8.633848,10.494744,9.718717,7.665785,7.499445,7.222364,7.6008825,7.0879374
pop.00008.wav,47.195633,24.550013,25.40399,12.685241,10.923869,12.075068,9.236416,7.7490034,8.267956,7.4891033,7.7577333,6.921389,6.348581,7.049916,5.710237,6.5160556,7.7873106,7.3174987,7.394817,9.438147,9.09383,8.278027,7.7684116,8.721734,6.4516406,7.590278,6.209115,6.7259393,6.8256335,6.6789474
pop.00022.wav,65.810555,24.020779,21.27349,16.186718,10.633686,13.627509,12.2453985,9.320438,8.793147,8.800218,7.1264544,7.682726,7.597417,7.698114,6.5053587,6.485071,7.4044867,8.871311,8.642512,8.06592,8.4355545,8.95043,9.443735,9.181073,7.681289,8.194334,9.279538,8.599785,7.2113647,6.996497
pop.00036.wav,66.96951,28.580246,22.548277,17.194351,12.907807,15.275321,10.572636,8.969643,7.9877605,9.720244,6.743902,6.661644,7.1580844,7.400571,6.8529058,7.0917544,8.086454,8.77472,8.685049,8.482977,9.73365,11.247202,10.767881,10.541693,11.016706,9.976696,9.151864,8.95843,7.381518,7.947807
pop.00037.wav,63.491055,22.984655,27.268751,15.817141,10.888197,12.694393,9.616261,10.788273,9.780162,9.52251,8.331408,8.226545,7.370638,7.7165704,6.4309273,6.8745627,6.235546,7.1994467,7.570725,7.285839,7.0785494,7.496079,8.021174,7.615211,6.3366303,6.456612,7.7149496,6.7675185,6.5863476,6.285432
pop.00023.wav,68.31988,31.341982,26.990242,19.63186,13.315643,14.074533,11.532326,10.162046,11.061501,9.502716,8.405002,8.443509,8.332242,7.6233387,7.603267,8.035008,8.270683,8.273457,7.500655,9.594326,10.2032,11.386457,10.914401,10.240498,11.369524,9.599717,9.915508,10.600799,8.733585,8.389597
pop.00044.wav,56.38796,22.847618,26.388533,17.321766,13.552556,15.39414,13.03139,11.966347,9.220402,9.937915,8.133586,8.009567,8.988459,8.818813,7.91996,7.5260506,9.683145,10.07483,10.470578,9.021189,9.748933,10.650155,10.351004,8.969375,8.549947,9.725564,8.60637,7.470951,7.715808,8.604048
pop.00050.wav,64.27054,33.26282,30.660675,19.094923,15.272143,16.950512,13.605004,12.256708,10.53751,10.000683,9.849041,9.090309,8.149962,8.391417,7.4817424,7.3753214,7.298987,7.5273285,7.2870684,8.18005,9.035293,9.415523,8.442419,9.737782,10.099953,10.537559,10.970271,12.2969,10.826612,10.540806
pop.00078.wav,67.88052,32.258068,26.300817,18.579105,16.604076,15.440318,14.081608,11.208843,11.429638,10.546207,9.85508,9.256416,8.388944,7.31691,7.07216,6.801661,7.136663,8.064316,8.599783,8.144961,8.22509,9.36946,9.5689,8.47758,8.229745,8.758675,7.4434366,7.0409017,7.2820053,7.353171
pop.00087.wav,43.459774,26.66025,20.834003,15.3153105,10.526603,12.731266,9.424901,9.97369,9.342883,7.7690406,8.657533,6.7800303,8.342838,7.198699,7.3677177,7.5531597,7.4392843,7.5472646,7.9799304,6.4374495,6.2501235,8.732059,9.312744,8.934672,9.294842,7.0921345,6.4219947,8.723506,7.663384,7.272158
pop.00093.wav,35.67628,19.215372,18.439802,11.948266,10.363289,11.652687,8.945763,8.817229,8.545636,7.4255295,6.9935894,6.843409,7.0826716,8.952714,8.022164,7.1940594,7.594981,9.085202,9.387319,8.394454,7.2826962,8.195714,8.695884,8.391254,7.1770635,6.1852627,6.852828,6.3591056,5.9221673,7.6986723
pop.00092.wav,56.462444,27.604641,26.209528,15.197755,13.380745,11.376455,10.723065,10.020283,9.900261,10.295943,8.758693,7.927724,9.291248,8.144446,7.0302424,6.962304,8.104235,8.567847,8.125238,8.300308,8.313827,8.198644,9.241017,8.480776,7.6917567,6.6246676,7.2773395,7.263143,6.0645294,6.62511
pop.00086.wav,41.64143,18.905828,13.11026,13.085026,9.412004,10.785337,8.831445,8.7124,8.465475,8.216482,7.4040356,7.2974343,7.00106,6.6788445,6.254263,7.2558002,7.765008,8.254288,8.009542,7.555273,7.9613376,9.047768,8.501496,6.3332195,7.325765,7.3293033,7.853263,6.8933306,7.379267,7.7157125
pop.00079.wav,86.02286,34.66283,22.629433,13.954079,10.337073,13.712446,8.54822,8.059645,8.575802,7.7375374,6.509501,7.071323,5.796386,5.6141605,7.120644,6.4599843,7.27344,7.076063,7.5147047,7.712298,8.937166,9.225725,7.806701,7.8393087,8.235118,8.294617,8.153729,8.03061,8.0626545,6.6101937
pop.00051.wav,55.304348,26.805513,18.349699,16.37071,13.099059,13.578548,11.029341,10.003152,9.708354,8.558653,7.7306657,7.515365,8.937667,9.466869,9.75308,8.865312,9.942919,9.539037,9.73879,8.131398,8.818181,9.370189,9.289889,9.253214,8.150872,7.504348,7.4221616,8.03143,8.089595,7.575668
pop.00045.wav,73.68836,33.59671,31.311213,19.980999,15.694651,16.504173,14.865681,12.492207,11.256999,11.218402,10.973264,8.698982,8.612533,9.289548,7.530259,7.8168225,8.401612,10.284264,10.09918,8.98316,8.513974,8.538941,7.910432,7.1616273,6.928892,7.536079,8.192737,7.733004,9.15379,9.959375
pop.00053.wav,66.446014,40.631516,42.323795,23.422358,21.359262,15.65692,15.192523,16.37283,15.809532,14.355817,12.991689,10.856599,12.357906,22.267363,17.921785,19.663492,14.350988,14.207308,16.685093,16.063963,15.412257,14.380873,15.578951,12.914636,12.945654,12.374467,12.795611,13.011186,12.703359,11.544474
pop.00047.wav,59.503464,28.848173,20.09848,18.385864,14.260917,16.09587,11.119722,11.371658,10.674212,9.240428,8.709553,8.03649,9.123625,9.747332,10.593471,10.361183,11.375839,10.263771,10.874181,9.258803,8.204475,8.473275,9.27917,9.102003,8.317343,8.328497,7.700056,8.243909,8.986243,8.912216
pop.00090.wav,43.730915,26.177164,20.94311,15.115933,10.793439,12.822136,9.476917,9.942442,9.266805,7.709911,8.651105,6.7448297,8.309524,7.2037387,7.3697224,7.2864165,7.423674,7.559431,7.884165,6.4312305,6.1956077,8.673689,9.39314,8.781459,9.385103,7.0033836,6.5664697,8.679204,7.560661,7.2778697
pop.00084.wav,70.89461,48.265938,30.275526,16.252626,17.709194,15.86951,14.145266,12.618172,12.682982,11.792948,11.565892,10.023899,10.273221,8.751148,9.065454,8.645676,8.015602,8.928667,9.719021,9.323314,9.28393,9.421181,11.004546,11.932861,10.365004,11.197709,12.914077,12.354742,8.888057,9.250407
pop.00085.wav,84.59825,41.171387,33.05274,17.367168,16.455898,14.060525,14.916901,10.76095,11.11684,9.955418,8.382732,8.0298,8.814861,9.586156,9.1308775,9.143114,9.577545,12.222625,10.194647,9.626702,10.764231,10.450149,9.954889,8.456992,9.239771,9.262084,9.23055,8.8890705,11.367253,8.851253
pop.00091.wav,55.22138,21.532925,24.487514,18.166752,14.952693,15.054662,12.846273,10.238841,10.02759,8.307765,8.103122,8.038379,7.29506,6.3219357,7.481536,7.4276123,8.679989,9.043062,9.454134,8.116816,7.551732,9.610692,11.743269,10.453409,10.199594,9.598005,10.122646,10.316017,8.588801,7.0143814
pop.00046.wav,73.68355,33.003166,31.81727,20.120584,15.755996,16.257256,14.876591,12.648619,11.464674,11.082196,10.95419,8.699269,8.521089,9.413293,7.590935,7.963065,8.489694,10.544823,10.269897,8.99885,8.536361,8.536088,8.029279,7.2571898,7.015862,7.61401,8.190437,7.7672048,9.320939,9.995607
pop.00052.wav,61.995274,24.073015,22.361666,20.550495,16.243692,16.74041,13.42774,12.520842,10.17893,10.047792,10.586427,8.728926,9.134147,7.907082,9.343095,10.74651,12.778508,10.372487,10.288181,10.920263,10.76368,9.2198925,10.010479,8.508444,7.806774,8.304399,7.7100334,7.1126027,7.062052,7.4211187
pop.00056.wav,77.73684,40.993446,29.643684,21.178354,15.663797,14.93423,12.680746,11.729544,11.727321,11.855651,10.566223,10.247255,10.463855,9.3086605,8.939883,9.624305,8.129485,8.454064,7.9593496,9.671521,9.6422415,11.572747,11.440685,10.799728,9.713199,9.971163,8.59529,8.029842,8.974835,9.827483
pop.00042.wav,53.532524,26.572323,21.478771,14.122212,11.676522,12.46534,12.363962,9.907049,9.255255,10.859311,7.21634,7.3458657,7.0205364,7.1582346,7.1409755,7.799346,8.929881,10.537847,9.275838,7.7014484,8.955359,11.407573,11.511195,8.424487,9.426396,9.408844,7.969187,8.019299,7.188754,8.539384
pop.00095.wav,56.393772,29.314705,22.171314,18.222092,13.005199,13.453158,11.037737,11.19902,11.270243,8.803481,9.329982,8.798238,8.359802,8.096356,7.075363,7.8289156,8.4761095,8.535267,8.713126,9.031167,11.157251,9.532464,8.129734,9.811966,9.357347,7.2424316,7.65471,7.832421,7.541062,7.473592
pop.00081.wav,62.254807,25.01406,20.021639,18.493681,15.1475525,11.31001,12.08378,8.912253,11.228319,10.116497,9.711894,8.521915,8.539643,8.404592,8.720439,7.2809463,7.5206814,9.085424,6.787492,6.687727,6.467854,6.110559,6.3700204,6.088846,5.6402097,5.5751143,6.355231,6.198848,6.138985,7.257828
pop.00080.wav,59.443905,28.83824,20.163296,18.400877,14.248533,16.123417,11.185132,11.319526,10.67142,9.272165,8.702805,8.046204,9.096554,9.778875,10.590771,10.331569,11.38738,10.27802,10.882191,9.275335,8.215516,8.642176,9.345462,9.110686,8.325667,8.3335285,7.729392,8.257849,8.9874115,8.810676
pop.00094.wav,52.381386,29.90916,19.684446,13.860802,10.963091,13.296569,10.470477,9.495522,8.0659275,9.039598,7.8363824,7.9084177,8.1316185,9.1271515,7.8212175,6.01734,9.084022,11.5021105,9.481257,7.4081435,7.4560237,8.514369,8.1084585,7.982766,7.2261224,6.89545,7.26475,6.6660495,6.8057237,9.456855
pop.00043.wav,48.01434,32.600258,18.932367,17.667034,14.772223,12.012935,9.472102,8.596989,9.00201,8.604291,7.5956635,7.069053,6.910805,7.5608354,6.9854507,7.3459272,6.5168133,6.4169464,7.2644296,7.419004,7.282066,8.7197275,8.935792,7.4816513,9.113898,8.974228,8.048171,6.3297634,8.795097,9.884637
pop.00057.wav,62.919468,24.430536,22.938509,20.490223,15.604477,15.548578,12.901826,12.228475,9.798023,9.323281,9.701112,8.455563,9.216024,7.550346,9.00795,10.29574,12.511405,10.845043,10.477498,11.116134,10.374167,9.350312,10.327211,8.815666,7.8986335,8.37211,7.3779864,6.887619,7.191134,7.624531
pop.00069.wav,47.9237,22.53139,16.840603,9.819506,7.8464313,7.630851,8.811928,7.576103,6.9662566,6.7731395,6.3335433,6.0573874,5.114296,5.1720734,5.171213,4.7166996,4.897039,5.4966817,5.0657496,4.719953,4.720788,5.3049703,4.8528123,4.4521475,4.413043,4.370158,4.999401,4.709423,4.296987,4.5417852
pop.00041.wav,57.09002,28.893736,23.715158,14.01886,18.237198,13.682064,14.818136,11.113974,11.817929,11.02004,11.299655,9.760419,10.838634,10.973208,11.762263,10.113968,11.60481,13.472719,12.627807,12.898925,13.424057,11.467524,14.180575,17.768122,15.489201,12.10196,11.998364,11.928084,11.407354,12.600432
pop.00055.wav,70.6315,33.991867,25.31267,22.0178,19.617792,17.4889,12.950256,14.748991,11.860176,12.532856,10.568711,10.345924,10.404474,9.666284,9.158124,10.3228245,8.139138,7.914,8.336494,8.658293,9.617087,10.615115,11.585028,11.308577,12.040056,12.647489,11.796155,11.089142,11.298026,9.913295
pop.00082.wav,49.943993,21.077785,13.780453,10.119935,10.048312,10.164518,7.776445,8.178919,7.3032274,7.9635754,6.4258504,6.2818155,6.215758,6.8385744,6.547241,6.332777,6.32318,6.6965127,7.591377,8.064747,7.456547,7.9418187,7.549909,6.539866,6.6100893,5.8250284,5.955866,7.027282,7.1700187,6.0552363
pop.00096.wav,59.00102,30.37412,24.979406,18.926086,13.256507,12.958891,10.156709,11.367009,9.143635,8.386523,8.801429,8.038393,10.011038,11.363552,10.521284,13.133155,10.98802,10.35499,11.312843,10.543068,10.319863,11.72791,12.595019,11.447128,9.471669,8.453402,8.416886,9.128839,8.559502,8.569559
pop.00097.wav,73.52271,34.007366,33.573673,22.16113,16.505346,14.829379,14.788049,13.254715,9.402184,10.80481,9.267539,9.136979,8.266724,7.4223585,7.4946065,8.216358,8.39348,8.528657,8.641387,10.852261,10.512944,10.968887,10.334254,10.688886,11.357644,9.827806,9.272188,8.302539,7.111203,6.85105
pop.00083.wav,45.64891,22.551897,18.749544,16.754288,15.417077,12.389993,9.84701,9.8199835,8.803695,9.937498,9.304465,8.149318,8.536172,8.250448,8.45509,7.568204,8.218133,8.877429,9.486378,8.241509,7.9242153,9.009991,8.858896,9.048268,7.2198844,11.204936,10.449305,8.070736,7.0627136,8.825643
