,0
blues.00000.wav,0.08302446705426357
blues.00001.wav,0.055997910610465114
blues.00002.wav,0.07625098413275194
blues.00003.wav,0.033293589510658916
blues.00004.wav,0.10153297601744186
blues.00005.wav,0.09388096535852714
blues.00006.wav,0.07289509144864341
blues.00007.wav,0.061359541545542635
blues.00008.wav,0.0639625726744186
blues.00009.wav,0.07925561712693799
blues.00010.wav,0.06299925811531008
blues.00011.wav,0.04401041666666667
blues.00012.wav,0.06915122335271318
blues.00013.wav,0.051426992490310075
blues.00014.wav,0.04503467175387597
blues.00015.wav,0.0637195675872093
blues.00016.wav,0.06125999273255814
blues.00017.wav,0.04821682715600775
blues.00018.wav,0.05594870397286822
blues.00019.wav,0.058743262475775194
blues.00020.wav,0.05245162609011628
blues.00021.wav,0.047972308018410854
blues.00022.wav,0.058688378149224806
blues.00023.wav,0.05249401950096899
blues.00024.wav,0.047329972141472866
blues.00025.wav,0.05175402737403101
blues.00026.wav,0.05198719113372093
blues.00027.wav,0.07213428112887597
blues.00028.wav,0.04798631298449613
blues.00029.wav,0.052917575096899226
blues.00030.wav,0.03936266048934108
blues.00031.wav,0.04300660125968992
blues.00032.wav,0.03937325884205426
blues.00033.wav,0.04192708333333333
blues.00034.wav,0.04563839934593023
blues.00035.wav,0.045443465358527134
blues.00036.wav,0.0368656128875969
blues.00037.wav,0.04816724200581395
blues.00038.wav,0.04436205486918605
blues.00039.wav,0.035363296390503875
blues.00040.wav,0.0976085574127907
blues.00041.wav,0.10228129542151163
blues.00042.wav,0.09789887657461241
blues.00043.wav,0.0870162609011628
blues.00044.wav,0.0925803960755814
blues.00045.wav,0.04802643531976744
blues.00046.wav,0.05833371184593023
blues.00047.wav,0.07533611918604652
blues.00048.wav,0.098831910125969
blues.00049.wav,0.039982285610465115
blues.00050.wav,0.08580691315406977
blues.00051.wav,0.10660390927810078
blues.00052.wav,0.06708303052325582
blues.00053.wav,0.132658445373062
blues.00054.wav,0.1032192496366279
blues.00055.wav,0.11314725654069767
blues.00056.wav,0.07532362827034884
blues.00057.wav,0.08987365249515504
blues.00058.wav,0.10428968326065892
blues.00059.wav,0.1423324703246124
blues.00060.wav,0.09749386809593023
