,0
rock.00000.wav,1394.4475845801205
rock.00001.wav,851.0963779088094
rock.00015.wav,964.6300105516244
rock.00029.wav,1104.4579262216314
rock.00099.wav,1324.965020924652
rock.00072.wav,1334.49807166548
rock.00066.wav,1311.3328842142255
rock.00067.wav,1221.055599468128
rock.00073.wav,962.8460332702977
rock.00098.wav,1155.2962072516566
rock.00065.wav,876.7147387913931
rock.00071.wav,1005.0757964419136
rock.00059.wav,2483.7358989740924
rock.00058.wav,2049.044641749121
rock.00070.wav,1070.6989738303917
rock.00064.wav,989.5645464131693
rock.00048.wav,712.3804802174685
rock.00060.wav,1879.9464722943787
rock.00074.wav,804.8348931280768
rock.00075.wav,1103.4619774345624
rock.00061.wav,2320.8769972263226
rock.00049.wav,2581.4848708155178
rock.00088.wav,974.1112813623068
rock.00077.wav,1127.7616898492565
rock.00063.wav,2885.200388915213
rock.00062.wav,1803.352380979789
rock.00076.wav,1369.6903892210146
rock.00089.wav,1223.637615183264
rock.00090.wav,728.8611998404082
rock.00084.wav,1072.256552665074
rock.00053.wav,1011.0112150629407
rock.00047.wav,1416.8388257851807
rock.00046.wav,1652.7783861634937
rock.00052.wav,2666.5716744068327
rock.00085.wav,1216.60655071639
rock.00091.wav,1080.3440545723406
rock.00087.wav,840.4844793926459
rock.00093.wav,926.8798520641304
rock.00044.wav,1543.9461532956616
rock.00050.wav,1982.7895684838184
rock.00078.wav,1486.4642904355137
rock.00079.wav,990.3771796227862
rock.00051.wav,1314.2832568777267
rock.00045.wav,531.7265692179617
rock.00092.wav,677.6450617681668
rock.00086.wav,1248.9399012508036
rock.00082.wav,822.9776871049705
rock.00096.wav,1019.7474216143283
rock.00069.wav,1278.880716488694
rock.00041.wav,1360.5125628639707
rock.00055.wav,1625.6261915342313
rock.00054.wav,1815.4376788043185
rock.00040.wav,1339.1795255101
rock.00068.wav,889.4357597661418
rock.00097.wav,896.4772435107483
rock.00083.wav,907.653707724196
rock.00095.wav,1106.6549639017956
rock.00081.wav,1028.3074943213649
rock.00056.wav,1113.2314022696507
rock.00042.wav,1657.2659682444305
rock.00043.wav,1410.72573917849
rock.00057.wav,1160.8842764350293
rock.00080.wav,940.8223500107013
rock.00094.wav,679.5030375225273
rock.00030.wav,1089.6155662663589
rock.00024.wav,694.8284843675277
rock.00018.wav,1124.6010022164357
rock.00019.wav,883.1037404364308
rock.00025.wav,839.4430519800807
rock.00031.wav,1613.894172852688
rock.00027.wav,1167.5854779169135
rock.00033.wav,1243.4350262309551
rock.00032.wav,1090.8716018673797
rock.00026.wav,966.984388375916
rock.00022.wav,1011.0564602349608
rock.00036.wav,1305.0843942297502
rock.00037.wav,1360.599991377278
rock.00023.wav,1292.160091190545
rock.00009.wav,655.0470148802168
rock.00035.wav,1715.4028984537094
rock.00021.wav,960.9017653985015
rock.00020.wav,1180.2361631959275
rock.00034.wav,1120.020200750862
rock.00008.wav,892.1037374224737
hiphop.00022.wav,1468.1054807731384
hiphop.00036.wav,1917.2821307978588
hiphop.00037.wav,2019.7210226314828
hiphop.00023.wav,955.822913704032
hiphop.00009.wav,1844.9730388307096
hiphop.00035.wav,1709.9870518533944
hiphop.00021.wav,1152.8922770214822
hiphop.00020.wav,1022.4463243853096
hiphop.00034.wav,872.5742565653583
hiphop.00008.wav,1253.7276380329492
hiphop.00030.wav,631.4516467723289
hiphop.00024.wav,1246.8168455065131
hiphop.00018.wav,1334.5533853013494
hiphop.00019.wav,1907.062922305914
hiphop.00025.wav,1154.8647266258272
hiphop.00031.wav,1471.1819316125973
hiphop.00027.wav,1811.2134703659522
hiphop.00033.wav,1623.644911888844
hiphop.00032.wav,2002.024423553272
hiphop.00026.wav,1322.9853784834775
hiphop.00069.wav,1197.951447891543
hiphop.00041.wav,1579.2082223324853
hiphop.00055.wav,1384.2077920737854
hiphop.00082.wav,940.5245305087393
hiphop.00096.wav,851.5204741569045
hiphop.00097.wav,787.0430704052336
hiphop.00083.wav,1027.8956964573
hiphop.00054.wav,1316.2455006957225
hiphop.00040.wav,2879.5181946158173
hiphop.00068.wav,1570.5576487461947
hiphop.00056.wav,1121.2733446322504
hiphop.00042.wav,1582.1951133631067
hiphop.00095.wav,814.554678041166
hiphop.00081.wav,1627.3838063767632
hiphop.00080.wav,1500.2526466254997
hiphop.00094.wav,1412.3907605454306
hiphop.00043.wav,2208.2043130466027
hiphop.00057.wav,1325.8383235733088
hiphop.00053.wav,2138.661337522636
hiphop.00047.wav,1634.276392911039
