,0
rock.00000.wav,0.06782820859500932
rock.00001.wav,0.02654982202633674
rock.00015.wav,0.04708379726969798
rock.00029.wav,0.04768807789572137
rock.00099.wav,0.04657550996626938
rock.00072.wav,0.05159045696737316
rock.00066.wav,0.053127841923812716
rock.00067.wav,0.06043380952178125
rock.00073.wav,0.049411906275321285
rock.00098.wav,0.028455917779439524
rock.00065.wav,0.037691024295738236
rock.00071.wav,0.03524804479764635
rock.00059.wav,0.0518324172769995
rock.00058.wav,0.06525790924340903
rock.00070.wav,0.060126857870021824
rock.00064.wav,0.038443694922368515
rock.00048.wav,0.027985540697175668
rock.00060.wav,0.05116518747353548
rock.00074.wav,0.03201077885759874
rock.00075.wav,0.05663820728898401
rock.00061.wav,0.04858845639481983
rock.00049.wav,0.054045557524692055
rock.00088.wav,0.06041633318238485
rock.00077.wav,0.04173844759519908
rock.00063.wav,0.052984648186904855
rock.00062.wav,0.06718373281399967
rock.00076.wav,0.05419210341980677
rock.00089.wav,0.042104448205196425
rock.00090.wav,0.04219134759615572
rock.00084.wav,0.06445591704232044
rock.00053.wav,0.05978341490033315
rock.00047.wav,0.07171876000239012
rock.00046.wav,0.040897870937575465
rock.00052.wav,0.08186327856569765
rock.00085.wav,0.06115557434754326
rock.00091.wav,0.04260003367742032
rock.00087.wav,0.028162001636066518
rock.00093.wav,0.026127732439639176
rock.00044.wav,0.02262592969468355
rock.00050.wav,0.03815853713552291
rock.00078.wav,0.057417373403209286
rock.00079.wav,0.03933739409959075
rock.00051.wav,0.07639118908434492
rock.00045.wav,0.0285702683704558
rock.00092.wav,0.031191123388026588
rock.00086.wav,0.07501102220513592
rock.00082.wav,0.06408762934839175
rock.00096.wav,0.029520633511958407
rock.00069.wav,0.06492117842070393
rock.00041.wav,0.05763661039312421
rock.00055.wav,0.01919121495280296
rock.00054.wav,0.08554121739879393
rock.00040.wav,0.058894808556194736
rock.00068.wav,0.05060033146208864
rock.00097.wav,0.04124921206426861
rock.00083.wav,0.028553587684256213
rock.00095.wav,0.03613818773441715
rock.00081.wav,0.05963218649026698
rock.00056.wav,0.06842219063602507
rock.00042.wav,0.06533455961838096
rock.00043.wav,0.051523903188227166
rock.00057.wav,0.06290022987002013
rock.00080.wav,0.04835722312405567
rock.00094.wav,0.03199882673417771
rock.00030.wav,0.06066507227021688
rock.00024.wav,0.04491975263375142
rock.00018.wav,0.05014272408879795
rock.00019.wav,0.04342886176037029
rock.00025.wav,0.04385050641518736
rock.00031.wav,0.05614972424012198
rock.00027.wav,0.06743554516061523
rock.00033.wav,0.026611940963244658
rock.00032.wav,0.04092648375143167
rock.00026.wav,0.046455687464769406
rock.00022.wav,0.047160181501577664
rock.00036.wav,0.04863675352716727
rock.00037.wav,0.04938595417110831
rock.00023.wav,0.048652599673180884
rock.00009.wav,0.03053668307334166
rock.00035.wav,0.0250131142385186
rock.00021.wav,0.053707369734896766
rock.00020.wav,0.05076870877706999
rock.00034.wav,0.03902687398766831
rock.00008.wav,0.04486190403287702
hiphop.00022.wav,0.05051711110652026
hiphop.00036.wav,0.1011947516632306
hiphop.00037.wav,0.1212635096014286
hiphop.00023.wav,0.03596973818297665
hiphop.00009.wav,0.08615919860647495
hiphop.00035.wav,0.09368034598027024
hiphop.00021.wav,0.06399530659779289
hiphop.00020.wav,0.0759171802462736
hiphop.00034.wav,0.05707926744501358
hiphop.00008.wav,0.10008903216065328
hiphop.00030.wav,0.04802557555937899
hiphop.00024.wav,0.055921790614281854
hiphop.00018.wav,0.1031892202938982
hiphop.00019.wav,0.05676101287021966
hiphop.00025.wav,0.06778038320602363
hiphop.00031.wav,0.08041996840451286
hiphop.00027.wav,0.08623526239936129
hiphop.00033.wav,0.08807651198716389
hiphop.00032.wav,0.06621472635301992
hiphop.00026.wav,0.10858021064950098
hiphop.00069.wav,0.08405895378981372
hiphop.00041.wav,0.06727202170923764
hiphop.00055.wav,0.054847736881661086
hiphop.00082.wav,0.06948973641856708
hiphop.00096.wav,0.030298144368735142
hiphop.00097.wav,0.06459469222013499
hiphop.00083.wav,0.059554112446125525
hiphop.00054.wav,0.07733147416048447
hiphop.00040.wav,0.1157438536690382
hiphop.00068.wav,0.05484991442826221
hiphop.00056.wav,0.033150772405711564
hiphop.00042.wav,0.07567052476527526
hiphop.00095.wav,0.053788447105652455
hiphop.00081.wav,0.034048190097242734
hiphop.00080.wav,0.08528695311717446
hiphop.00094.wav,0.031101052284399425
hiphop.00043.wav,0.03967725544372657
hiphop.00057.wav,0.03858930283707978
hiphop.00053.wav,0.07028331899408494
hiphop.00047.wav,0.09615224758046532
hiphop.00090.wav,0.04790348132415756
hiphop.00084.wav,0.07077350984028183
hiphop.00085.wav,0.0685556944070441
hiphop.00091.wav,0.06435931320775559
hiphop.00046.wav,0.06360177228240066
hiphop.00052.wav,0.06509064384160562
hiphop.00044.wav,0.09249065445856028
hiphop.00050.wav,0.031026662304029326
hiphop.00078.wav,0.09011859714741006
hiphop.00087.wav,0.0745104193708429
hiphop.00093.wav,0.07453015445563058
hiphop.00092.wav,0.039111873998929785
hiphop.00086.wav,0.05424310586406477
hiphop.00079.wav,0.09904663248436404
hiphop.00051.wav,0.08679077176188991
hiphop.00045.wav,0.10577047712825544
hiphop.00048.wav,0.04881521963726778
hiphop.00060.wav,0.04680131739901434
hiphop.00074.wav,0.06860306639134238
hiphop.00075.wav,0.1299952887199745
hiphop.00061.wav,0.038417498401776634
hiphop.00049.wav,0.05848153562080183
hiphop.00077.wav,0.07944023645529734
hiphop.00063.wav,0.08569452337838848
hiphop.00088.wav,0.05606913784502747
hiphop.00089.wav,0.05881445269956982
hiphop.00062.wav,0.09902322817860296
hiphop.00076.wav,0.09011859714741006
hiphop.00072.wav,0.04263575033194195
hiphop.00066.wav,0.05933992322681799
hiphop.00099.wav,0.06609624489160305
hiphop.00098.wav,0.06013969951135794
hiphop.00067.wav,0.09873387105073113
hiphop.00073.wav,0.0964406196943512
hiphop.00065.wav,0.0953969035933014
hiphop.00071.wav,0.09984006998903784
hiphop.00059.wav,0.04419611914513207
hiphop.00058.wav,0.09675416911161036
hiphop.00070.wav,0.05542409081929757
hiphop.00064.wav,0.06016207139297072
hiphop.00003.wav,0.04775819499678563
